jurisdiction,fipst,fipco,jobs_2020,households_2020,pop_2020,county,place_fips,key,permits1417_vlow,permits1417_low,permits1417_total,capacity5_units,density5_mean,n_sites5,jh_ratio_2020,rhna_very_low,rhna_low,rhna_moderate,rhna_above_moderate,rhna_total,permits1825_vlow,permits1825_low,permits1825_mod,permits1825_above,permits1825_total,permits2325_total,permits2325_vlow,permits2325_low,permits1825_adu,permits1825_mf24,permits1825_mf5,permits1825_sf,capacity6_units,capacity6_lower,density6_mean,sites6_vacant_share,n_sites6,capacity6_rezone_units,capacity_vintage,sf_share,mf_share,zhvi_latest,zhvi_yoy,zori_latest,zori_yoy,acs_geo,acs_units,acs_med_income,acs_med_rent,acs_med_value,acs_owner_share,acs_poc_share,place_fips5,nzlud_zri,nzlud_parking,nzlud_minlot,nzlud_adu_allowed,nzlud_mf_permitted,nzlud_approval_steps,jobs_2022,workers_2022,sb79_share,sb79_tier1_share,tpa_share,hqta_share,epc_share,hra_share,tra_share,jh_ratio_2022,permits1825_per_1k,permits1825_mf_per_1k,adu_share_1825,permits1825_belowmod_per_1k,capacity6_per_1k,capacity5_per_1k,cap_ratio_6_to_5,rhna_per_1k,rhna6_progress,rhna6_lowinc_progress,capacity_vs_rhna,mf_allowed_share,D_demand,C_capacity,F_friction,F_coverage,P_delivery,zmi_core,zmi_full,zmi_realized,C_capacity_5th,zmi_core_5th
Rohnert Park,6,97,13040,17665,47845,Sonoma,6097,rohnert park,0,0,368,9457.0,24.0,116.0,0.7381828474384375,399,230,265,686,1580,206,153,40,1602,2001,279,9,12,49,0,134,1818,595.0,257.0,0.8571428571428571,0.5714285714285714,14.0,196.0,6th_cycle,0.616849220427569,0.3831507795724311,717145.5142232128,-0.0105603995036078,2565.5150997151,0.021002386083412,place,17807.0,99273.0,2279.0,666300.0,0.498923229148478,0.4859226023555805,0662546,4.720059406,2.0,1.0,1.0,0.181818182,3.0,14598.0,21653.0,0.0,0.0,0.19241054165519753,0.1924105418214456,0.9999999999999994,0.0,7.605563019640368e-07,0.8197899702364239,113.27483724879706,7.585621285026889,0.02448775612193903,20.32267195018398,33.682422870082085,535.3523917350693,0.06291635825314583,89.44240022643646,0.17658227848101266,0.033386327503974564,0.37658227848101267,0.38315077957243104,-0.6271805217883366,0.20343250009888875,1.269101249918799,True,0.5037414080445869,-0.8306130218872254,0.4384882280315736,-1.1309219298329234,1.8566384971792536,-2.48381901896759
Ross,6,41,375,835,2520,Marin,6041,ross,2,2,6,99.0,,50.0,0.4491017964071856,34,20,16,41,111,39,29,22,22,112,48,13,15,100,8,0,4,33.0,19.0,4.950000000000001,0.5,14.0,,6th_cycle,1.0,0.0,4031405.999541529,0.0427786245114749,,,place,912.0,250001.0,3501.0,2000001.0,0.8687350835322196,0.20145817344589412,0662980,,,,,,,558.0,592.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0023189019918400675,0.0003041334426617332,0.6118421052631579,134.1317365269461,9.580838323353293,0.8928571428571429,81.437125748503,39.52095808383233,118.562874251497,0.3333333333333333,132.93413173652695,0.43243243243243246,0.5185185185185185,0.2972972972972973,0.0,0.19212832571107244,-1.0080209839910952,,False,0.8653756218436361,1.2001493097021676,1.2001493097021676,-0.6732472961325637,-0.8544065430455831,1.0465348687566556
Saint Helena,6,55,5765,2490,6085,Napa,6055,saint helena,8,0,27,513.0,15.836363636363638,48.0,2.3152610441767068,103,59,26,66,254,8,17,6,93,124,49,6,11,84,2,19,19,93.0,43.0,22.0,0.0,5.0,308.0,6th_cycle,0.8512256721588898,0.1487743278411102,1681298.192816956,-0.0275172775930608,,,place,2831.0,148750.0,2535.0,1647700.0,0.664246048697138,0.3443023693117714,0664140,3.979125851,1.0,1.0,1.0,0.0,2.0,5515.0,2467.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,1.9480748851995762,49.799196787148595,8.433734939759036,0.6774193548387096,10.040160642570282,37.34939759036145,206.02409638554218,0.18128654970760233,102.00803212851406,0.19291338582677164,0.10493827160493827,0.3661417322834646,0.14877432784111022,0.1826735811866539,-0.5370389077735992,-0.8214158023664755,True,-0.5968518789829041,0.7197124889602531,-0.1017033134062224,0.779525460169558,-0.056566424569547843,0.23924000575620175
San Anselmo,6,41,3215,5400,12980,Marin,6041,san anselmo,37,51,113,686.0,,212.0,0.5953703703703703,253,145,121,314,833,23,61,63,45,192,62,7,37,89,4,73,26,795.0,326.0,13.7,0.02,150.0,308.0,6th_cycle,0.9367418688656728,0.0632581311343272,1692659.258457702,0.0313336838786,3694.9666666666662,,place,5498.0,173641.0,2797.0,1576700.0,0.68395865237366,0.257749033835476,0664434,,,,,,,3313.0,5358.0,0.0,0.0,0.0,0.0,1.0000000000000009,0.19826918542105734,0.0837656894503473,0.6025827573663151,35.55555555555556,14.25925925925926,0.4635416666666667,15.555555555555555,147.22222222222223,127.03703703703704,1.1588921282798834,154.25925925925927,0.0744297719087635,0.11055276381909548,0.9543817527010804,0.06325813113432721,-0.2727185977265685,-0.14284005106419284,,False,-0.8438199411923888,-0.12987854666237564,-0.12987854666237564,0.5711013434658203,-0.6181137121705559,0.3453951144439874
San Bruno,6,81,14645,14890,41895,San Mateo,6081,san bruno,0,17,112,1471.0,43.1063829787234,71.0,0.98354600402955,704,405,573,1483,3165,102,917,93,185,1297,978,67,820,286,3,951,57,1350.0,548.0,7.842105263157895,0.23684210526315788,38.0,1099.0,6th_cycle,0.9111748313603644,0.0888251686396357,1308473.557208631,0.0010999712194286,3231.809049773756,0.0525118642828132,place,16433.0,141272.0,2773.0,1207500.0,0.6207961114030478,0.7139953199234169,0665028,,,,,,,14415.0,22484.0,0.20078544708249763,0.20078544708249763,0.36698527369876566,0.37521281409721347,0.9999999999999988,0.003919697108114785,0.010446970547920922,0.8771983204527475,87.10543989254533,64.06984553391538,0.220508866615266,68.43519140362659,90.66487575554063,98.79113498992612,0.9177430319510538,212.55876427132304,0.3090047393364929,0.799819657348963,0.4265402843601896,0.08882516863963563,-0.023141660062866,-0.4058202348363718,,False,0.04999469755259114,0.3826785747735058,0.3826785747735058,-0.07313635761545714,-0.6361575301521152,0.6130158700892492
San Carlos,6,81,17800,13575,33205,San Mateo,6081,san carlos,5,11,428,2862.0,42.132374100719424,734.0,1.3112338858195212,739,425,438,1133,2735,40,18,31,321,410,152,17,17,233,22,113,42,2946.0,1595.0,86.94047619047619,0.06547619047619048,168.0,,6th_cycle,0.8929367652549621,0.1070632347450379,2476616.601053906,0.0304533936149014,4213.285714285715,0.0581660069878189,place,11627.0,237470.0,2854.0,2000001.0,0.6784837742023453,0.44276355777672727,0665070,,,,,,,18321.0,15014.0,0.04368912190429603,0.04368912190429604,0.3560785927955994,0.3722252246374518,1.0000000000000013,0.3450251870675967,0.18439631321060065,1.5757289068547347,30.20257826887661,9.94475138121547,0.5682926829268292,4.27255985267035,217.01657458563537,210.82872928176795,1.029350104821803,201.4732965009208,0.05557586837294333,0.029209621993127148,1.0771480804387568,0.10706323474503787,0.8990139410481366,0.4269805732113639,,False,-0.9366342999681629,0.4720333678367727,0.4720333678367727,1.8356482410162995,-0.17511452767859204,1.0741284687267285
San Francisco,6,75,785530,408600,959405,San Francisco,6075,san francisco,1547,1584,16677,47209.0,38.852251635764034,10762.0,1.9224914341654429,20867,12014,13717,35471,82069,4048,3221,3380,13079,23728,6086,1743,1218,2355,1068,20070,235,7682.0,2808.0,121.2195863389249,0.05162563623143243,9627.0,57348.0,6th_cycle,0.514119515325783,0.485880484674217,1369170.8346191111,0.0599880800313485,4100.6446237627415,0.161775876044719,place,414602.0,140970.0,2476.0,1394500.0,0.38205621342418333,0.6318548362812939,0667000,3.476863713,1.0,1.0,1.0,0.8125,3.0,748181.0,438582.0,0.6897036740359107,0.15246060030546937,0.8963966860085344,0.954276157742032,0.9817495172449379,0.004444311067698489,0.005324911719444601,1.8045764371614224,58.0714635340186,51.732745961820854,0.09924983142279163,17.79001468428781,18.800783162016643,115.5384238864415,0.16272320955749964,200.8541360744004,0.07415711169869256,0.09005200571758766,0.09360416235119229,0.48588048467421696,1.1404299723523963,0.44673292700539313,0.2049913808145557,True,-0.45342045893119653,0.6936970453470032,0.8986884261615589,1.5938504312835928,0.7163381260742727,0.4240918462781236
San Jose,6,85,470625,331095,1028210,Santa Clara,6085,san jose,674,273,11530,72326.43,35.3786293294031,1357.0,1.4214198341865627,15088,8687,10711,27714,62200,3617,2334,4516,7806,18273,8032,2184,1945,3338,39,13643,1253,47911.0,18972.0,239.17463617463616,0.1288981288981289,481.0,12561.0,6th_cycle,0.8451096495380277,0.1548903504619722,1452608.906869391,-0.0252241044481233,3328.9575159586766,0.0453785215434741,place,345066.0,146427.0,2669.0,1233200.0,0.5580003043676761,0.7771522757433812,0668000,3.317608584,1.0,1.0,1.0,0.388888889,2.0,449810.0,506423.0,0.1396767232840673,0.02440080637036245,0.2781885028952303,0.3990611554051603,0.9535516040642572,0.0026660046724134765,0.0065059303644835,1.3035477271014821,55.189598151587916,41.32348721665987,0.18267389043944618,17.973693350850965,144.70469200682584,218.44615593711774,0.6624272758934735,187.86148990471014,0.12913183279742765,0.17366982124079916,0.7702733118971061,0.1548903504619723,0.24701565022596397,0.14002116537312193,-0.8214158023664755,True,-0.5033886305156404,0.10699448485284205,-0.7144213175136335,0.7504042807416044,0.007877293734789903,0.23913835649117407
San Leandro,6,1,54695,35150,98635,Alameda,6001,san leandro,27,57,98,5180.0,26.153378378378378,268.0,1.556045519203414,862,495,696,1802,3855,90,67,62,415,634,177,46,47,287,25,297,25,2654.0,814.0,60.94736842105263,0.10526315789473684,19.0,,6th_cycle,0.3938403667190547,0.6061596332809451,818637.9075052988,-0.040994503852454,2433.7260348583877,0.0234435554348044,place,32204.0,105655.0,2114.0,851400.0,0.5850391627723294,0.8133952499768968,0668084,1.795912905,1.0,1.0,1.0,0.444444444,2.0,49525.0,46450.0,0.148001442188679,0.09071262003687112,0.175120879495142,0.4552609639819656,0.9964601486236041,0.0,0.15279098888581122,1.5378524406905973,18.036984352773825,9.160739687055477,0.4526813880126183,4.466571834992887,75.5049786628734,147.3684210526316,0.5123552123552123,109.6728307254623,0.045914396887159536,0.06853352984524687,0.6884565499351492,0.6061596332809454,-0.07776455365739227,1.0000241035474469,-0.8214158023664755,True,-1.1472793877707654,-1.0777886572048392,-1.8992044595713147,1.0695148341133731,1.0366437034703164,-1.1144082571277087
San Mateo,6,81,62570,43035,109670,San Mateo,6081,san mateo,37,23,1216,8555.376292,45.0,190.0,1.4539328453584293,1777,1023,1175,3040,7015,311,307,195,1337,2150,662,102,93,589,26,1344,191,12969.0,4192.0,,0.07100591715976332,169.0,,6th_cycle,0.6871481634368719,0.3128518365631281,1692589.6396368772,0.0095527857433872,3560.76114298725,0.0466554396701432,place,42641.0,153504.0,3077.0,1618700.0,0.49906003258553705,0.6557683914456137,0668252,,,,,,,58637.0,54558.0,0.22371355976341217,0.22371355976341223,0.41586951438229,0.44139801314916044,0.997308408075032,0.018477675387568688,0.022742626108047097,1.3751319152927932,49.95933542465435,31.8345532705937,0.27395348837209305,14.360404322063436,301.35935866155455,198.80042504937845,1.5158889051001894,163.00685488555825,0.09436920883820385,0.06964285714285715,1.8487526728439059,0.3128518365631281,0.46380566591412575,1.4966499175843322,,False,-0.5940752625021449,-1.0328442516702063,-1.0328442516702063,1.0578809284162707,0.45162346166834705,0.012182204245778705
San Pablo,6,13,8370,9285,31555,Contra Costa,6013,san pablo,0,2,74,1470.0,22.56497175141243,248.0,0.901453957996769,173,100,132,341,746,54,71,96,41,262,142,0,59,104,4,104,50,1621.0,531.0,36.93023255813954,0.5348837209302325,86.0,,6th_cycle,0.7030882221907198,0.2969117778092803,566162.2519842349,-0.0478055038867301,2293.527777777778,,place,9943.0,79478.0,2018.0,551700.0,0.4198912039412912,0.9117276166456494,0668294,3.317608584,1.0,1.0,1.0,0.666666667,2.0,5877.0,13175.0,0.0,0.0,0.7342473167515401,0.811596966547712,1.0000000000000007,0.0,0.41770792293708425,0.5910690938348587,28.21755519655358,11.631663974151857,0.3969465648854962,13.462574044157243,174.58266020463114,158.3198707592892,1.1027210884353742,80.34464189553043,0.1903485254691689,0.21611721611721613,2.1729222520107236,0.29691177780928024,-0.16258094334151452,0.7852060408942172,-0.8214158023664755,True,-0.9710522759366511,-0.9477869842357317,-1.7692027866022073,0.8084713325951366,0.25460645375835117,-0.4171873970998657
San Rafael,6,41,47835,23575,60060,Marin,6041,san rafael,2,20,169,3293.0,36.02597402597402,133.0,2.0290562036055144,857,492,521,1350,3220,117,148,9,281,555,183,49,33,232,21,254,48,3691.0,1404.0,11.231746031746033,0.31746031746031744,189.0,,6th_cycle,0.8171012460303366,0.1828987539696634,1337269.8445462342,0.0054056591428728,3009.055555555555,0.0344335941676094,place,23909.0,119435.0,2377.0,1355600.0,0.5298996071584461,0.4877633081263548,0668364,,,,,,,36241.0,24989.0,0.0,0.0,0.17608680155025733,0.18979598565034878,0.976452237493844,0.007837618645710663,0.036696862296435484,1.5157890334183781,23.54188759278897,11.664899257688228,0.418018018018018,11.240721102863203,156.5641569459173,139.68186638388124,1.120862435469177,136.58536585365854,0.05683229813664596,0.06078576723498888,1.146273291925466,0.18289875396966337,-0.034060819835578265,0.30378633083326806,,False,-1.0521228778187137,-0.3378471506688463,-0.3378471506688463,1.0180620579831354,-0.18333778296906442,0.14927696313348615
San Ramon,6,13,53850,28070,76485,Contra Costa,6013,san ramon,20,82,1413,8367.0,14.42015503875969,328.0,1.9184182401140009,1497,862,767,1985,5111,63,118,200,1149,1530,344,22,9,72,24,742,692,8367.0,,,,,,5th_cycle_fallback,0.8807484096018431,0.119251590398157,1537479.706667215,-0.0703980037046524,2944.769157088123,0.0342571801670632,place,30744.0,196161.0,2968.0,1509500.0,0.7088994452380162,0.6706243531450234,0668378,3.71344974,2.0,1.0,1.0,0.333333333,3.0,39625.0,41746.0,0.0,0.0,0.0,0.0,0.9999999999999993,0.1458834859221082,0.0,1.2888693728857663,54.50659066619166,27.288920555753474,0.047058823529411764,6.448165301033131,298.07623797648733,298.07623797648733,1.0,182.08051300320628,0.06730581099589121,0.01314116150911403,1.637057327333203,0.11925159039815691,-0.30544098953789567,0.866462417710151,1.269101249918799,True,-0.5152311806332848,-1.1719034072480468,0.09719784267075227,0.2097901910953891,0.17735885555518827,-0.48279984509308393
Santa Clara,6,85,143565,48555,131655,Santa Clara,6085,santa clara,27,28,4278,12850.0,32.68617021276596,402.0,2.956750077232005,2872,1653,1981,5126,11632,583,742,309,5775,7409,1551,110,241,502,12,6431,464,7821.0,3205.0,,0.05405405405405406,37.0,805.0,6th_cycle,0.6846159670490726,0.3153840329509274,1766558.2650963638,-0.0139294697958898,3727.170555555556,0.0600821179888337,place,53021.0,178958.0,3016.0,1582600.0,0.40840121386360007,0.7265538631617737,0669084,3.081022557,1.0,1.0,1.0,0.8,2.0,118384.0,65433.0,0.15740503151439875,0.057906920510256005,0.34050642596091096,0.5344986206371753,0.9995128808830848,0.1658480499594569,0.2758517088191079,2.232775692650082,152.58984656575018,132.69488209247245,0.06775543258199487,27.288641746473072,161.07506950880446,264.6483369374936,0.6086381322957198,239.56338173205643,0.13333906464924347,0.07756906077348066,0.672369325997249,0.31538403295092743,0.993506892987736,0.7626512691871152,-0.8214158023664755,True,1.185417638783924,0.23085562380062075,-0.5905601785658547,-0.19191074579618794,0.6959434412243233,0.2975634517634127
Santa Rosa,6,97,86205,64995,173305,Sonoma,6097,santa rosa,12,114,991,13533.0,26.97560975609756,994.0,1.3263327948303716,1218,701,771,1995,4685,810,724,324,5103,6961,2866,262,258,692,143,4483,1643,3789.0,1823.0,5.7451923076923075,1.0,665.0,,6th_cycle,0.8653407988798173,0.1346592011201828,720442.6593118637,-0.0204096004587155,2533.7905668059575,0.0061017708652741,place,71382.0,99060.0,2152.0,713900.0,0.5673072700926509,0.5129030436501214,0670098,,,,,,,72755.0,79773.0,0.0,0.0,0.06328833555864855,0.11305187362870342,0.9777990590774333,0.017050482344401686,0.020012353673433545,1.0192345409206802,107.10054619586121,71.17470574659589,0.09941100416606809,23.601815524271096,58.296792060927764,208.2160166166628,0.2799822655730437,72.08246788214478,0.6117395944503735,0.2709744658676394,0.8087513340448239,0.1346592011201827,-0.6407476467479268,-0.45476013933404147,,False,0.396686430172866,-0.18598750741388537,-0.18598750741388537,-1.0374340769207928,-0.09465406949897107,-0.5460935772489558
Saratoga,6,85,8675,10860,30560,Santa Clara,6085,saratoga,0,32,55,552.0,23.333333333333332,106.0,0.7988029465930019,454,261,278,719,1712,86,144,224,322,776,455,83,91,470,4,85,217,222.0,80.0,1.5606557377049182,0.7540983606557377,61.0,1118.0,6th_cycle,0.9874664627843516,0.0125335372156485,4209300.934422988,0.0180728566663437,6366.333333333333,0.028746185338623,place,11447.0,250001.0,3501.0,2000001.0,0.8637670407122322,0.6690853919984168,0670280,,,,,,,6815.0,14286.0,0.0,0.0,0.0,0.0,0.9999999999999996,0.17445045838852696,0.12807690564068522,0.5953524941032585,71.4548802946593,8.195211786372008,0.6056701030927835,21.17863720073665,20.441988950276244,50.828729281767956,0.40217391304347827,157.6427255985267,0.2657710280373832,0.24335664335664337,0.12967289719626168,0.012533537215648427,0.7249712768788661,-1.0840108241666193,,False,-0.221367681879629,1.8089821010454854,1.8089821010454854,0.946338958758495,-1.0564486131997664,1.7814198900786324
Sausalito,6,41,5650,4355,7510,Marin,6041,sausalito,6,6,20,433.0,20.177011494252874,174.0,1.2973593570608497,200,115,114,295,724,15,27,30,12,84,32,6,10,75,0,0,9,157.0,30.0,,0.5652173913043478,46.0,564.0,6th_cycle,0.5191349676193657,0.4808650323806343,1543379.949756232,-0.0086585502981133,3741.430555555555,0.0078935714131527,place,4510.0,182357.0,3501.0,1894600.0,0.5960764587525151,0.18820893432292396,0670364,1.676181271,1.0,1.0,1.0,0.454545455,3.0,4537.0,3085.0,0.0,0.0,0.14719854875963898,0.1471985482381361,0.9959652593277647,0.13278052703213006,0.13367349401275186,1.0059866962305988,19.288174512055107,0.0,0.8928571428571429,9.644087256027554,36.05051664753157,99.42594718714122,0.3625866050808314,166.24569460390356,0.04419889502762431,0.050793650793650794,0.21685082872928177,0.48086503238063427,0.031164320473520093,0.5359975959303233,0.2049913808145557,True,-1.1258772823044048,-0.5048332754568031,-0.2998418946422474,1.157041602777925,0.6422460148319777,-0.6110816943584576
Sebastopol,6,97,5315,3240,7640,Sonoma,6097,sebastopol,0,0,10,1047.0,35.714285714285715,129.0,1.6404320987654322,55,31,35,92,213,141,40,12,117,310,207,104,31,85,7,177,41,206.0,18.0,12.344444444444443,0.8333333333333334,36.0,,6th_cycle,0.7305102482033327,0.2694897517966674,1098393.2317324884,-0.0148829417027256,2793.3333333333335,0.0404598558866071,place,3401.0,87684.0,1902.0,845700.0,0.5625188309731847,0.306380120886501,0670770,,,,,,,4749.0,3288.0,0.0,0.0,0.0,0.0,0.9999999999999992,1.8210458822067213e-05,0.0,1.3963540135254338,95.67901234567901,56.79012345679013,0.27419354838709675,55.864197530864196,63.58024691358025,323.14814814814815,0.19675262655205347,65.74074074074075,0.971830985915493,1.569767441860465,0.9671361502347418,0.26948975179666734,-0.42107664907981346,0.016467832657820702,,False,0.19865040577603033,-0.43754448173763416,-0.43754448173763416,-0.6197270548558438,0.7562862041968446,-1.177362853276658
Sonoma,6,97,7305,4990,10880,Sonoma,6097,sonoma,0,1,66,1098.0,15.640909090909092,57.0,1.4639278557114228,83,48,50,130,311,89,78,105,200,472,47,1,3,84,145,110,133,479.0,171.0,10.524271844660195,0.7475728155339806,103.0,,6th_cycle,0.65176981928247,0.3482301807175298,953938.9040248528,-0.0466104534136675,2935.0505050505053,0.0380057977945078,place,5992.0,98527.0,2226.0,970500.0,0.6499526963103122,0.19943767572633553,0672646,3.368357339,2.0,1.0,1.0,0.642857143,3.0,7584.0,4243.0,0.0,0.0,0.0,0.0,0.9944831711053816,0.0,0.0,1.2656875834445929,94.58917835671343,51.102204408817634,0.17796610169491525,33.46693386773547,95.99198396793587,220.04008016032063,0.43624772313296906,62.324649298597194,0.15112540192926044,0.030534351145038167,1.540192926045016,0.34823018071753,-0.4563522053860035,0.4711768553089293,1.269101249918799,True,0.17975396040728106,-0.9275290606949328,0.34157218922386623,-0.6361061657932846,0.6429316397433523,-1.0992838451293558
South San Francisco,6,81,46365,22155,68105,San Mateo,6081,south san francisco,80,4,527,3140.0,55.983333333333334,62.0,2.092755585646581,871,502,720,1863,3956,184,216,230,1667,2297,849,117,148,314,18,1896,69,12966.0,1483.0,131.00671140939596,0.12751677852348994,149.0,,6th_cycle,0.7312068450512538,0.2687931549487463,1238304.172693696,0.0114633069531611,3871.9007936507937,0.0584327642322868,place,23515.0,136578.0,2802.0,1188800.0,0.589706017034527,0.7995801259622113,0673262,,,,,,,59026.0,34591.0,0.20428905947351472,0.20428905947351472,0.45871630918928663,0.5592937354752794,0.9986867278465649,0.10518094652620377,0.13745382080850962,2.510142462258133,103.67862784924397,86.39133378469872,0.13670004353504572,18.054615211013314,585.2403520649966,141.72872940645453,4.129299363057324,178.5601444369217,0.21461071789686553,0.1930080116533139,3.277553083923155,0.2687931549487462,1.062387195244325,1.3532346535837871,,False,0.33735437249447786,-0.29084745833946224,-0.29084745833946224,0.725032822749847,0.10359518603734277,0.9587920092069822
Suisun City,6,95,2595,8985,28130,Solano,6095,suisun city,0,0,78,954.4,21.65714285714286,164.0,0.2888146911519199,156,90,101,264,611,146,121,115,304,686,429,102,6,23,2,620,41,657.0,325.0,33.166666666666664,1.0,12.0,,6th_cycle,0.0,1.0,532317.9479246782,-0.0340412738023234,2624.625,0.0142638565590271,place,9811.0,94787.0,2157.0,579500.0,0.6084925249169435,0.7825582189442054,0675630,,,,,,,3241.0,13894.0,0.0,0.0,0.09428630530326382,0.09428630290133988,1.0000000000000024,0.0,7.476922208955012e-05,0.3303434919987769,76.3494713411241,69.22648859209794,0.033527696793002916,29.716193656093488,73.12186978297161,106.22148024485253,0.6883906119027661,68.00222593210907,0.7021276595744681,0.43902439024390244,1.0752864157119477,1.0,-0.9327796934026811,0.9854364265522005,,False,-0.13650120382118738,-1.9182161199548817,-1.9182161199548817,-0.7962784895814937,0.8891240024483655,-1.8219036958510466
Sunnyvale,6,85,92305,56940,149935,Santa Clara,6085,sunnyvale,223,20,2359,37470.0,23.179916317991633,505.0,1.621092377941693,2968,1709,2032,5257,11966,336,214,507,3876,4933,1095,170,115,515,6,3201,1211,14724.0,6984.0,61.794444444444444,0.005555555555555556,180.0,,6th_cycle,0.7178532272586414,0.2821467727413585,2144023.631683411,-0.0015647096171377,3628.3859746123894,0.0492220045878541,place,63239.0,186170.0,3039.0,1801800.0,0.4376627469192112,0.7351915246764698,0677000,,,,,,,111404.0,79398.0,0.226206333639959,0.06565552817762246,0.3514491450248417,0.3859301242249305,0.9996843242448743,0.29046776234197086,0.22162396403157517,1.7616344344470976,86.63505444327362,56.32244467860906,0.10439894587472126,9.65929048120829,258.58798735511067,658.0611169652266,0.39295436349079266,210.15103617843343,0.09150927628280127,0.06093649775497113,1.2304863780712016,0.2821467727413586,0.6949283355666842,1.251364661869236,,False,0.04183876459911972,-0.5564363263025518,-0.5564363263025518,0.6530895709675645,1.5278606996143196,-0.8329323640476354
Tiburon,6,41,2910,3930,9210,Marin,6041,tiburon,0,0,11,192.0,21.52,69.0,0.7404580152671756,193,110,93,243,639,14,15,14,42,85,67,14,14,71,2,0,12,620.0,297.0,13.488524590163934,0.6557377049180327,61.0,93.0,6th_cycle,0.8897863187904906,0.1102136812095093,3078398.801702034,0.0403981579509449,4814.61111111111,0.1102025735338128,place,3974.0,232969.0,3501.0,2000001.0,0.7487179487179487,0.2423435419440746,0678666,,,,,,,1871.0,3120.0,0.0,0.0,0.06692626536461443,0.06692626362589366,0.9968615367040454,0.061640859377024466,0.06163015824242831,0.4708102667337695,21.62849872773537,0.5089058524173028,0.8352941176470589,7.379134860050891,157.76081424936388,48.85496183206107,3.2291666666666665,162.59541984732823,0.10485133020344288,0.0924092409240924,0.9702660406885759,0.11021368120950936,0.47799766948312605,0.07451447336801184,,False,-1.0852988005039441,0.4034831961151142,0.4034831961151142,1.5632964699870702,-0.7455666463351994,1.2235643158183254
Unincorporated Alameda,6,1,29010,53700,156865,Alameda,6001,uninc::alameda,121,80,292,6163.3072868013,19.213518234613172,617.0,0.5402234636871508,1251,721,763,1976,4711,298,438,149,604,1489,1037,273,284,672,117,380,320,1295.0,233.0,12.041353969169055,0.6762177650429799,349.0,3210.0,6th_cycle,0.8761699931833021,0.1238300068166978,,,,,county_proxy,637212.0,129367.0,2357.0,1090100.0,0.5441056020433066,0.7259130643544938,,,,,,,,,,1.9396946666499842e-11,1.9396946666499842e-11,0.006264607759517232,0.012735167006182485,0.987582705182371,0.003153551994235464,0.0017034498870580304,,27.728119180633147,9.25512104283054,0.4513096037609134,13.705772811918063,24.115456238361265,114.77294761268715,0.21011446285880273,87.72811918063314,0.22012311611122903,0.28245436105476673,0.274888558692422,0.12383000681669787,-0.7627827829755051,-0.6992437439436232,,False,-0.9795385234110184,-0.06353903903188185,-0.06353903903188185,0.21675574043551338,-0.4649155272355803,-0.2978672557399248
Unincorporated Contra Costa,6,13,38460,59480,169375,Contra Costa,6013,uninc::contra costa,2,13,1156,10504.0,12.07,2529.0,0.6466039004707465,2072,1194,1211,3133,7610,325,536,699,2964,4524,2233,199,307,1156,64,1636,1668,1024.0,125.0,10.965496183206106,0.9541984732824428,131.0,6812.0,6th_cycle,0.9783984049994764,0.0216015950005236,,,,,county_proxy,429260.0,127229.0,2375.0,866800.0,0.6800372571588521,0.6188966293909419,,,,,,,,,,0.0,0.0,0.006898495407012407,0.008499214038576706,0.999747730920273,0.006410476840866577,0.0010080177771316736,,76.05917955615332,28.581035642232685,0.25552608311229,14.475453934095494,17.215870880968392,176.5971755211836,0.09748667174409748,127.94216543375924,0.29342969776609723,0.15492957746478872,0.1345597897503285,0.02160159500052361,-0.7808014839256257,-1.0742413926332528,,False,-0.1415345234930243,0.29343990870762715,0.29343990870762715,-0.6392669604326013,-0.576027126915143,-0.20477435701048263
Unincorporated Marin,6,41,20690,27960,71665,Marin,6041,uninc::marin,4,12,143,1094.0,20.333333333333332,64.0,0.7399856938483548,1100,634,512,1323,3569,126,159,94,371,750,472,80,113,436,3,74,237,3688.0,1840.0,18.449664429530202,0.3624161073825503,149.0,,6th_cycle,0.6863057372104262,0.3136942627895738,,,,,county_proxy,112116.0,149091.0,2668.0,1507300.0,0.6466442757576346,0.3494722234066884,,,,,,,,,,0.0,0.0,0.0015132400345502202,0.0016386082982698207,0.9982842460750019,0.001878217099922972,0.00125530562274724,,26.824034334763947,2.7539341917024323,0.5813333333333334,10.193133047210301,131.90271816881258,39.12732474964235,3.3711151736745886,127.64663805436338,0.13224992995236762,0.11130334486735871,1.033342673017652,0.3136942627895738,-0.8099848115302145,0.578578769981435,,False,-0.9952142961173703,-1.3885635815116495,-1.3885635815116495,0.18522948458715582,-0.11425657657701505,-0.6957282349531995
